Sleep_Hours,Sleep_Quality_Score,Caffeine_Intake_mg,Screen_Time_Before_Bed,Morning_Mood,Work_Productivity_Score,Error_Rate,Energy_Level
8.0,9,154.0,34.0,Good,85,7.22,10
8.3,10,250.0,21.0,Excellent,94,3.48,10
6.6,8,220.0,45.0,Good,78,8.77,9
6.9,8,72.0,3.0,Good,83,3.84,9
4.7,4,64.0,240.0,Very Bad,48,16.52,5
6.5,8,244.0,33.0,Good,77,1.02,10
8.3,8,131.0,157.0,Good,75,6.98,9
7.9,10,351.0,77.0,Excellent,87,3.58,10
7.8,9,283.0,21.0,Good,78,5.43,9
7.1,9,304.0,15.0,Excellent,85,3.81,10
7.0,7,86.0,240.0,Good,66,7.18,8
6.0,6,600.0,89.0,Neutral,59,10.09,7
8.0,10,328.0,17.0,Excellent,83,3.73,10
7.6,9,458.0,4.0,Excellent,91,3.91,9
7.7,8,114.0,72.0,Bad,70,6.32,8
6.2,7,488.0,22.0,Neutral,74,6.11,9
3.8,5,126.0,15.0,Neutral,62,11.56,7
8.6,9,196.0,80.0,Excellent,77,6.1,9
6.3,7,169.0,68.0,Neutral,88,3.91,10
5.7,7,64.0,39.0,Neutral,70,5.61,8
8.0,8,52.0,172.0,Excellent,76,5.38,8
6.4,7,165.0,68.0,Neutral,73,8.56,8
8.6,8,163.0,134.0,Good,84,4.31,10
7.9,9,366.0,13.0,Excellent,79,3.03,9
8.0,10,183.0,21.0,Excellent,94,5.36,10
5.0,6,111.0,7.0,Neutral,58,14.04,7
8.8,8,526.0,22.0,Good,74,7.97,8
7.4,6,600.0,214.0,Neutral,51,13.02,7
6.4,6,55.0,198.0,Good,61,9.84,7
7.2,8,257.0,86.0,Good,78,8.3,8
4.3,5,39.0,44.0,Neutral,62,7.99,7
7.6,9,114.0,91.0,Excellent,85,1.98,10
5.5,6,86.0,48.0,Bad,53,12.91,6
5.0,7,221.0,0.0,Bad,67,10.74,9
4.7,6,384.0,42.0,Good,62,8.94,8
8.7,9,195.0,55.0,Good,79,1.94,10
6.1,8,61.0,19.0,Good,83,4.27,9
9.3,8,67.0,14.0,Good,79,5.86,8
6.2,8,324.0,19.0,Neutral,70,9.66,9
4.4,6,280.0,59.0,Neutral,63,8.28,8
5.3,7,63.0,9.0,Neutral,72,6.44,8
8.9,9,47.0,76.0,Good,77,7.33,9
6.8,8,75.0,33.0,Neutral,64,10.85,7
6.2,8,133.0,26.0,Good,69,6.44,8
7.2,8,346.0,99.0,Good,77,4.14,9
7.8,9,133.0,42.0,Excellent,88,3.39,10
8.7,9,270.0,29.0,Excellent,82,2.82,10
9.2,6,286.0,126.0,Neutral,68,9.75,8
6.5,8,216.0,28.0,Good,80,3.72,10
5.0,6,214.0,118.0,Neutral,61,10.57,8
6.4,8,176.0,42.0,Excellent,68,7.68,8
7.4,10,82.0,14.0,Excellent,87,2.49,10
5.6,6,91.0,57.0,Neutral,58,10.18,7
5.6,8,121.0,20.0,Neutral,89,5.63,10
7.5,9,100.0,10.0,Excellent,70,5.25,9
6.9,9,247.0,5.0,Good,87,0.96,10
7.0,8,417.0,17.0,Neutral,82,3.67,9
5.9,7,365.0,80.0,Neutral,77,6.39,9
6.7,8,126.0,109.0,Good,84,2.14,10
5.6,7,61.0,119.0,Excellent,64,11.36,7
8.3,9,114.0,19.0,Excellent,95,2.68,10
8.6,9,172.0,65.0,Good,89,3.73,10
4.2,5,68.0,16.0,Neutral,57,8.84,6
5.6,7,91.0,58.0,Neutral,73,4.97,9
4.8,4,11.0,131.0,Very Bad,58,12.45,7
6.0,7,165.0,3.0,Neutral,66,8.19,7
6.9,5,177.0,240.0,Bad,56,10.72,6
4.8,5,216.0,105.0,Neutral,50,8.72,6
5.6,6,109.0,86.0,Neutral,60,8.4,7
5.5,6,77.0,71.0,Neutral,58,10.39,7
7.3,9,55.0,88.0,Excellent,84,3.56,10
7.1,6,82.0,240.0,Neutral,53,13.49,6
5.9,6,467.0,88.0,Bad,49,13.37,6
7.3,8,373.0,26.0,Good,76,6.23,9
6.2,8,285.0,57.0,Neutral,87,6.69,9
6.6,8,365.0,25.0,Good,78,5.9,8
9.5,6,201.0,211.0,Bad,69,8.64,8
9.0,7,307.0,138.0,Neutral,74,7.68,9
5.1,6,193.0,50.0,Neutral,66,10.62,8
8.2,9,149.0,91.0,Excellent,88,6.3,10
8.2,9,129.0,144.0,Excellent,90,4.5,10
5.3,7,394.0,17.0,Good,70,7.36,9
8.2,9,49.0,52.0,Good,67,5.91,9
9.3,8,19.0,39.0,Good,82,2.7,9
5.3,6,112.0,89.0,Bad,66,7.14,8
5.6,6,173.0,29.0,Neutral,59,8.38,8
8.5,9,111.0,74.0,Excellent,80,5.26,9
7.4,9,233.0,31.0,Good,94,0.83,10
7.8,8,488.0,7.0,Neutral,83,4.83,9
7.5,9,222.0,7.0,Excellent,95,1.65,10
7.6,9,165.0,8.0,Good,82,4.18,9
5.0,5,31.0,2.0,Neutral,30,16.14,4
8.6,8,154.0,46.0,Good,77,7.49,8
8.8,7,217.0,67.0,Good,75,5.49,9
6.7,8,403.0,8.0,Good,77,4.73,9
6.9,8,318.0,57.0,Good,83,4.07,10
4.7,6,299.0,55.0,Good,76,7.89,9
7.8,10,59.0,10.0,Excellent,93,5.38,10
7.9,10,242.0,31.0,Excellent,83,8.4,10
6.9,8,274.0,84.0,Good,76,5.02,10
8.7,9,98.0,1.0,Good,83,7.44,10
6.5,9,36.0,10.0,Excellent,82,1.52,10
7.8,7,307.0,240.0,Neutral,76,3.01,9
5.5,6,195.0,79.0,Neutral,65,10.35,7
7.0,9,144.0,37.0,Excellent,85,2.63,10
6.7,8,187.0,60.0,Excellent,79,4.98,9
7.3,7,306.0,112.0,Neutral,74,7.85,9
6.4,5,600.0,111.0,Neutral,41,13.75,5
6.8,9,20.0,24.0,Excellent,79,3.5,9
8.2,8,334.0,41.0,Neutral,73,7.21,9
6.3,7,215.0,61.0,Good,76,4.48,9
4.6,6,129.0,4.0,Neutral,51,11.89,7
9.6,6,436.0,175.0,Neutral,66,8.61,8
9.1,8,82.0,34.0,Good,68,8.47,8
5.1,6,230.0,28.0,Neutral,67,7.36,8
8.0,9,158.0,143.0,Excellent,90,2.0,10
6.2,8,50.0,8.0,Excellent,86,5.53,9
7.4,9,54.0,2.0,Excellent,81,2.3,9
7.4,8,77.0,69.0,Good,69,12.09,9
6.6,8,412.0,29.0,Good,72,5.64,9
5.8,6,154.0,87.0,Bad,66,9.87,8
6.0,7,97.0,4.0,Good,72,9.41,9
5.6,7,167.0,29.0,Good,66,6.66,8
5.8,7,87.0,16.0,Good,78,7.87,9
6.9,9,165.0,81.0,Excellent,81,1.17,10
5.9,7,94.0,15.0,Neutral,69,8.76,8
8.0,10,47.0,37.0,Excellent,88,2.77,10
9.2,7,500.0,103.0,Neutral,70,8.14,8
6.1,6,40.0,148.0,Bad,66,6.8,7
7.4,8,448.0,77.0,Good,75,6.13,9
7.7,9,19.0,34.0,Good,82,7.78,10
7.7,9,291.0,51.0,Excellent,93,0.0,10
7.1,8,45.0,70.0,Good,70,7.58,9
8.1,8,154.0,125.0,Neutral,80,7.38,10
7.7,8,391.0,132.0,Good,81,4.74,9
5.1,5,332.0,160.0,Neutral,53,10.06,7
8.3,9,371.0,100.0,Good,86,3.27,9
8.3,8,600.0,10.0,Good,75,5.17,8
5.9,7,138.0,83.0,Good,71,7.03,9
7.1,7,347.0,101.0,Good,67,6.65,10
8.0,9,278.0,126.0,Excellent,84,2.92,10
6.7,6,201.0,155.0,Neutral,66,12.3,8
8.6,9,149.0,43.0,Good,83,3.35,10
10.0,6,119.0,64.0,Neutral,64,10.28,8
5.8,8,176.0,1.0,Good,87,5.74,9
4.9,7,160.0,51.0,Good,75,8.03,9
7.5,9,41.0,38.0,Good,88,2.42,10
8.1,8,540.0,197.0,Good,70,8.12,9
6.7,7,147.0,139.0,Neutral,75,6.28,9
9.2,7,204.0,96.0,Neutral,63,11.16,7
5.0,5,600.0,4.0,Bad,44,13.43,5
8.0,10,85.0,31.0,Excellent,92,0.0,10
6.1,8,127.0,71.0,Excellent,85,4.81,9
9.6,8,53.0,2.0,Excellent,63,8.49,8
10.0,8,327.0,16.0,Good,87,1.49,10
5.9,6,67.0,131.0,Neutral,59,11.21,7
6.2,7,569.0,8.0,Neutral,63,8.48,8
8.3,9,68.0,3.0,Excellent,84,4.22,9
6.4,8,171.0,52.0,Good,79,6.64,10
6.9,7,85.0,176.0,Good,59,10.12,7
7.0,7,469.0,108.0,Neutral,64,8.67,8
4.1,2,167.0,221.0,Very Bad,31,16.28,5
7.0,8,115.0,84.0,Excellent,70,6.56,9
6.0,8,190.0,35.0,Good,75,9.77,10
6.3,6,178.0,176.0,Neutral,50,13.19,7
9.2,7,600.0,33.0,Neutral,62,8.86,7
5.1,6,450.0,26.0,Neutral,56,7.81,7
8.2,9,139.0,36.0,Excellent,80,6.54,10
6.6,7,187.0,101.0,Neutral,72,8.98,9
6.6,7,450.0,150.0,Good,72,6.57,8
8.2,10,197.0,27.0,Excellent,79,4.39,10
7.5,9,368.0,37.0,Excellent,91,0.98,10
7.9,9,161.0,137.0,Good,87,2.79,10
8.5,10,147.0,3.0,Excellent,91,2.38,10
6.5,8,57.0,92.0,Good,77,5.42,8
6.1,7,121.0,36.0,Neutral,71,9.34,8
5.4,6,199.0,28.0,Bad,65,9.7,9
5.8,8,153.0,36.0,Good,73,5.77,9
10.0,7,167.0,33.0,Neutral,71,10.05,8
8.9,7,116.0,85.0,Good,73,11.03,9
5.0,4,125.0,158.0,Bad,36,11.56,5
5.0,6,158.0,41.0,Neutral,65,12.01,8
7.7,8,257.0,107.0,Good,83,3.52,10
7.8,9,336.0,79.0,Good,90,1.81,10
7.8,10,64.0,24.0,Excellent,89,4.61,10
6.6,8,136.0,53.0,Good,68,5.41,8
6.8,8,177.0,66.0,Good,81,1.5,10
7.5,9,241.0,1.0,Excellent,84,0.0,10
7.1,8,201.0,30.0,Good,85,3.54,10
3.7,1,153.0,240.0,Very Bad,21,20.51,4
6.7,8,283.0,61.0,Excellent,87,3.2,9
5.7,7,30.0,24.0,Good,71,6.18,9
7.3,8,279.0,17.0,Good,69,9.63,8
10.0,8,134.0,14.0,Excellent,76,4.91,9
7.6,9,224.0,31.0,Good,98,0.0,10
6.5,8,401.0,13.0,Neutral,80,7.46,9
8.4,9,59.0,9.0,Excellent,85,5.71,9
7.7,9,274.0,27.0,Excellent,84,5.02,10
7.6,8,106.0,56.0,Good,71,5.45,9
7.9,9,88.0,9.0,Excellent,80,2.93,10
10.0,7,243.0,3.0,Good,71,9.03,9
5.3,7,62.0,2.0,Neutral,71,10.9,8
7.7,9,147.0,19.0,Neutral,80,5.06,10
5.6,7,61.0,13.0,Neutral,64,7.68,8
7.8,9,364.0,46.0,Excellent,84,4.76,10
5.6,7,150.0,36.0,Neutral,84,2.48,9
6.4,8,365.0,24.0,Good,82,3.29,9
6.6,8,239.0,108.0,Good,78,7.89,10
8.5,9,29.0,42.0,Excellent,84,5.37,10
8.4,10,18.0,6.0,Excellent,87,5.4,10
5.1,7,94.0,21.0,Neutral,75,7.93,9
7.1,6,282.0,217.0,Neutral,75,7.79,9
5.9,6,84.0,226.0,Bad,55,11.02,7
5.1,7,241.0,18.0,Good,68,5.02,9
6.7,8,206.0,11.0,Excellent,69,8.05,8
6.5,9,110.0,41.0,Excellent,92,2.32,10
10.0,8,91.0,39.0,Good,79,7.06,9
7.6,9,93.0,32.0,Excellent,72,7.72,8
4.9,5,576.0,45.0,Neutral,51,9.79,5
6.2,8,275.0,16.0,Good,76,5.9,9
8.5,9,245.0,7.0,Good,85,5.36,10
10.0,7,190.0,51.0,Good,86,1.02,8
4.6,4,99.0,162.0,Bad,54,12.27,6
4.2,5,56.0,9.0,Bad,46,13.75,5
9.8,7,227.0,73.0,Neutral,70,3.97,8
7.6,8,187.0,35.0,Good,72,5.98,8
5.7,7,48.0,21.0,Neutral,64,9.96,7
7.8,8,115.0,115.0,Excellent,72,4.06,10
3.0,3,53.0,37.0,Very Bad,35,18.12,5
7.0,8,159.0,53.0,Good,74,8.49,8
7.5,8,290.0,35.0,Good,79,6.77,10
8.4,10,72.0,5.0,Good,85,3.97,10
5.5,6,91.0,54.0,Neutral,64,8.52,7
7.1,8,249.0,33.0,Excellent,72,9.51,10
5.6,7,282.0,5.0,Neutral,78,8.24,10
7.4,7,600.0,54.0,Good,57,5.97,7
5.7,7,80.0,1.0,Neutral,69,6.97,7
6.4,8,211.0,14.0,Good,80,5.15,10
5.5,6,121.0,91.0,Good,55,13.06,7
8.0,10,108.0,2.0,Good,92,2.2,10
8.3,8,190.0,62.0,Good,83,4.96,9
6.6,7,161.0,179.0,Neutral,69,9.64,9
7.1,9,60.0,11.0,Good,79,5.47,10
4.8,6,262.0,32.0,Bad,62,12.62,8
6.6,7,127.0,51.0,Good,75,7.59,9
6.9,8,128.0,36.0,Good,74,10.0,9
10.0,7,204.0,58.0,Neutral,79,6.95,9
5.3,5,600.0,31.0,Bad,46,11.28,5
9.2,9,199.0,10.0,Good,84,4.69,10
8.5,10,109.0,6.0,Good,88,3.37,10
7.4,8,109.0,82.0,Good,81,5.07,9
9.6,8,76.0,16.0,Good,68,8.2,8
7.6,8,309.0,113.0,Good,70,5.81,9
7.6,9,142.0,82.0,Excellent,79,6.16,9
6.9,9,139.0,3.0,Excellent,82,2.57,9
8.8,9,32.0,13.0,Good,71,5.56,8
8.6,9,126.0,21.0,Excellent,73,4.43,9
6.1,8,236.0,54.0,Excellent,79,4.3,9
5.0,6,63.0,100.0,Good,57,10.86,7
6.7,8,132.0,4.0,Neutral,76,7.86,9
5.8,7,31.0,17.0,Good,72,7.1,8
6.9,8,117.0,28.0,Good,73,5.56,8
8.9,9,265.0,12.0,Excellent,80,0.95,10
6.3,8,178.0,47.0,Good,73,3.75,10
6.9,8,253.0,39.0,Good,84,5.96,10
7.1,8,314.0,23.0,Good,85,4.23,10
8.3,10,99.0,44.0,Excellent,92,2.26,10
3.6,5,237.0,26.0,Neutral,68,7.04,9
6.1,7,256.0,25.0,Good,77,3.15,10
7.3,9,29.0,19.0,Excellent,92,3.08,10
8.8,8,87.0,47.0,Good,67,10.69,7
6.3,7,425.0,35.0,Neutral,70,5.45,9
4.2,6,57.0,13.0,Neutral,66,4.85,7
7.9,9,184.0,1.0,Excellent,87,6.17,10
6.0,7,141.0,10.0,Good,67,6.32,8
5.2,7,349.0,3.0,Good,70,10.67,9
6.1,7,176.0,34.0,Neutral,82,7.19,10
6.7,8,361.0,15.0,Good,80,7.27,9
6.1,8,155.0,33.0,Good,74,4.73,9
3.7,5,277.0,24.0,Bad,58,10.58,7
8.3,9,305.0,46.0,Good,93,3.46,10
8.9,8,63.0,77.0,Good,78,6.72,9
8.0,9,229.0,39.0,Excellent,88,2.29,10
5.3,6,50.0,4.0,Neutral,56,12.06,7
6.7,9,240.0,1.0,Excellent,82,5.58,10
7.0,9,253.0,14.0,Excellent,80,4.87,10
7.9,10,319.0,33.0,Excellent,88,2.02,10
8.0,9,450.0,3.0,Excellent,79,8.41,9
5.9,7,75.0,24.0,Neutral,61,5.72,7
7.1,7,158.0,131.0,Neutral,85,2.57,9
7.7,10,44.0,6.0,Excellent,86,5.34,10
9.2,7,309.0,178.0,Good,59,10.14,8
8.1,8,600.0,117.0,Good,74,5.63,8
8.2,8,125.0,107.0,Good,82,5.22,9
7.1,8,69.0,120.0,Good,75,4.58,9
9.1,8,138.0,5.0,Good,77,6.8,9
7.6,9,239.0,10.0,Good,80,4.67,10
5.7,7,155.0,9.0,Neutral,74,8.0,9
9.1,9,102.0,7.0,Good,79,3.7,10
8.0,10,81.0,24.0,Excellent,98,1.31,10
6.3,8,66.0,106.0,Good,86,4.33,9
6.3,8,137.0,17.0,Good,74,5.77,9
7.4,10,59.0,17.0,Excellent,94,3.35,10
7.7,9,53.0,68.0,Excellent,85,4.23,9
7.3,9,52.0,6.0,Good,83,3.08,9
7.5,9,93.0,27.0,Good,69,6.75,9
9.5,8,250.0,21.0,Good,78,4.98,10
8.6,7,86.0,113.0,Neutral,72,7.82,8
7.3,8,155.0,43.0,Good,73,10.96,8
8.4,9,28.0,62.0,Excellent,91,2.29,10
5.5,7,356.0,8.0,Neutral,74,10.49,9
7.6,9,28.0,159.0,Good,79,7.95,10
9.7,7,295.0,23.0,Good,71,7.17,9
6.7,9,270.0,74.0,Good,90,2.57,10
5.7,5,252.0,186.0,Neutral,48,14.79,7
6.0,6,600.0,43.0,Bad,53,11.21,7
5.4,6,585.0,42.0,Neutral,50,8.11,5
5.8,8,55.0,7.0,Excellent,76,6.02,9
6.4,6,100.0,30.0,Neutral,51,12.0,7
4.9,6,245.0,115.0,Neutral,58,11.02,7
7.0,8,162.0,9.0,Good,73,7.52,9
8.4,8,243.0,150.0,Excellent,79,3.49,9
5.6,7,322.0,66.0,Good,69,7.38,9
9.3,8,228.0,33.0,Good,78,3.97,10
7.8,9,204.0,47.0,Good,79,4.09,10
8.5,8,376.0,10.0,Neutral,87,1.76,10
6.0,7,218.0,15.0,Good,70,9.19,8
8.3,10,176.0,20.0,Excellent,87,0.0,10
5.4,6,322.0,29.0,Neutral,71,8.79,9
8.3,8,45.0,148.0,Good,73,7.02,9
7.3,9,288.0,27.0,Excellent,86,1.23,10
7.8,9,138.0,45.0,Good,77,5.88,10
5.2,6,161.0,11.0,Good,64,10.56,8
5.7,7,339.0,80.0,Good,77,7.25,10
7.9,9,42.0,49.0,Excellent,82,2.35,10
5.6,6,47.0,35.0,Neutral,69,4.76,7
7.7,7,316.0,176.0,Good,74,7.94,9
4.9,5,134.0,133.0,Bad,53,9.23,7
8.3,9,276.0,65.0,Excellent,88,1.44,10
5.2,5,62.0,153.0,Bad,57,8.55,7
7.8,9,106.0,50.0,Excellent,91,1.66,10
7.9,8,279.0,105.0,Good,88,2.98,10
6.0,7,97.0,32.0,Neutral,69,3.08,8
7.9,9,297.0,5.0,Good,87,4.5,10
7.4,7,181.0,240.0,Bad,61,9.44,8
6.2,8,40.0,11.0,Excellent,71,7.18,9
5.5,8,45.0,17.0,Good,73,6.23,9
4.1,5,263.0,11.0,Bad,51,12.99,7
7.5,10,282.0,25.0,Excellent,90,2.69,10
4.7,6,104.0,20.0,Good,63,8.76,8
7.1,8,120.0,55.0,Neutral,70,9.69,10
6.6,6,154.0,240.0,Good,57,10.16,7
8.0,10,272.0,3.0,Excellent,92,0.0,10
6.5,7,124.0,90.0,Excellent,62,10.21,9
6.5,9,84.0,8.0,Excellent,77,9.18,9
8.1,10,97.0,1.0,Excellent,82,2.77,9
7.5,10,107.0,61.0,Good,81,2.41,10
7.5,9,293.0,124.0,Excellent,82,1.27,10
7.7,9,66.0,12.0,Good,93,1.48,10
4.7,7,70.0,25.0,Good,70,5.25,8
8.1,10,102.0,11.0,Excellent,98,1.02,10
7.9,9,176.0,142.0,Excellent,83,3.21,10
5.5,7,366.0,19.0,Neutral,71,3.67,9
6.6,8,305.0,35.0,Good,83,3.81,10
6.9,7,160.0,135.0,Good,67,6.5,8
6.8,9,414.0,48.0,Excellent,88,4.07,10
7.5,8,155.0,162.0,Excellent,81,4.24,9
9.1,6,359.0,157.0,Good,67,7.24,8
8.6,9,416.0,37.0,Excellent,73,7.74,9
5.0,5,254.0,52.0,Bad,44,11.94,6
7.9,10,125.0,16.0,Excellent,91,1.12,10
9.0,7,31.0,240.0,Good,64,7.48,9
7.6,8,563.0,20.0,Good,63,11.43,7
8.6,9,193.0,92.0,Excellent,80,2.59,10
10.0,8,140.0,23.0,Excellent,74,6.81,10
8.5,10,273.0,23.0,Excellent,82,1.57,10
7.4,9,121.0,7.0,Good,83,0.3,10
8.6,8,307.0,49.0,Neutral,85,0.0,10
7.2,9,105.0,17.0,Good,78,1.4,9
7.0,8,474.0,10.0,Good,70,6.42,8
6.5,9,433.0,15.0,Excellent,83,4.03,10
9.3,8,169.0,17.0,Excellent,77,6.77,10
5.8,7,100.0,42.0,Neutral,67,7.63,8
9.3,9,432.0,29.0,Excellent,80,3.79,9
7.7,9,253.0,5.0,Good,80,8.38,10
4.9,6,97.0,46.0,Good,41,11.16,6
7.6,8,117.0,93.0,Good,73,5.92,8
3.8,4,51.0,51.0,Bad,41,15.4,5
7.9,9,210.0,220.0,Excellent,82,7.42,10
8.3,10,145.0,6.0,Excellent,99,0.0,10
6.1,7,210.0,103.0,Good,75,5.09,10
7.2,9,29.0,42.0,Good,78,3.89,9
9.9,7,108.0,44.0,Excellent,69,7.92,7
6.2,8,69.0,44.0,Excellent,70,10.1,8
5.4,6,239.0,24.0,Neutral,71,7.73,8
9.2,9,100.0,24.0,Good,83,2.87,10
9.9,6,477.0,60.0,Neutral,57,9.5,7
7.0,8,173.0,3.0,Good,81,5.06,9
8.5,8,316.0,53.0,Good,78,7.29,10
9.0,8,85.0,77.0,Good,69,5.87,8
5.9,8,161.0,26.0,Good,86,4.36,9
6.3,7,114.0,15.0,Good,71,7.92,8
8.8,7,600.0,14.0,Neutral,68,8.78,8
9.5,8,45.0,5.0,Good,73,4.69,8
7.8,9,281.0,6.0,Excellent,97,4.64,10
5.7,7,99.0,11.0,Good,70,9.64,8
10.0,8,81.0,1.0,Excellent,72,7.12,8
6.2,8,177.0,19.0,Good,78,5.87,9
6.5,8,118.0,22.0,Excellent,72,6.81,9
7.5,6,252.0,240.0,Neutral,63,11.66,8
9.3,7,68.0,240.0,Good,64,12.46,7
8.3,10,235.0,12.0,Excellent,93,3.24,10
7.6,9,48.0,14.0,Good,81,5.22,10
7.7,9,505.0,41.0,Good,93,1.24,10
7.1,9,239.0,10.0,Good,87,4.16,10
7.8,9,30.0,42.0,Good,90,0.0,10
3.2,4,297.0,31.0,Neutral,40,11.75,6
6.6,9,68.0,24.0,Good,85,4.0,10
7.4,8,148.0,104.0,Good,71,6.44,9
5.3,6,121.0,106.0,Bad,59,9.79,8
7.6,8,286.0,240.0,Excellent,75,7.13,8
6.7,9,170.0,15.0,Excellent,83,2.11,10
9.6,6,111.0,132.0,Good,50,9.13,6
9.4,7,102.0,46.0,Neutral,67,8.67,7
6.3,7,319.0,54.0,Good,62,8.08,8
6.8,7,293.0,136.0,Neutral,86,4.88,9
6.9,6,4.0,171.0,Bad,58,9.76,7
6.3,7,81.0,78.0,Neutral,62,6.92,8
7.3,7,600.0,26.0,Neutral,62,8.19,7
5.9,6,226.0,40.0,Good,63,8.24,8
5.3,6,281.0,57.0,Neutral,58,12.12,8
7.9,8,131.0,106.0,Good,80,4.82,9
7.9,9,352.0,64.0,Excellent,86,4.6,10
5.8,7,165.0,27.0,Neutral,70,9.26,8
8.3,9,110.0,32.0,Good,91,0.0,10
6.1,8,184.0,3.0,Good,68,7.82,8
7.4,8,238.0,155.0,Good,82,6.16,10
8.2,9,600.0,6.0,Good,80,3.9,9
6.9,9,237.0,52.0,Good,88,3.0,10
7.7,8,68.0,123.0,Good,74,3.51,8
6.2,7,117.0,33.0,Good,63,9.25,8
6.7,7,41.0,97.0,Neutral,71,4.93,8
6.7,8,253.0,98.0,Neutral,83,3.63,10
5.9,7,81.0,4.0,Neutral,64,8.25,7
6.7,8,51.0,32.0,Good,71,8.44,8
4.7,5,86.0,70.0,Bad,54,11.81,6
6.3,8,165.0,33.0,Excellent,88,4.91,10
6.6,8,75.0,47.0,Good,81,6.23,9
6.6,8,128.0,54.0,Excellent,76,4.75,10
6.6,7,600.0,10.0,Neutral,71,10.14,7
6.9,9,215.0,32.0,Excellent,89,1.74,10
7.7,10,53.0,2.0,Excellent,88,1.53,10
8.3,9,376.0,10.0,Good,89,1.53,10
6.0,6,267.0,43.0,Neutral,68,3.99,9
5.2,6,368.0,51.0,Neutral,66,10.49,8
5.4,7,121.0,9.0,Good,75,4.9,8
6.3,8,293.0,85.0,Good,82,2.18,10
6.5,7,124.0,28.0,Good,73,3.58,8
5.8,7,86.0,152.0,Good,62,6.62,7
5.1,6,263.0,29.0,Neutral,69,9.39,8
6.3,8,188.0,10.0,Good,79,3.68,9
7.3,8,150.0,85.0,Excellent,79,6.61,9
7.9,9,76.0,50.0,Excellent,88,2.4,10
6.2,8,218.0,29.0,Excellent,75,7.77,9
6.4,7,236.0,26.0,Good,69,9.33,8
5.6,7,198.0,10.0,Neutral,70,6.5,9
7.0,8,80.0,25.0,Good,80,6.7,9
5.7,7,29.0,2.0,Neutral,62,8.63,7
7.9,9,135.0,42.0,Excellent,79,1.61,9
4.3,5,71.0,136.0,Bad,55,12.18,6
6.5,6,600.0,95.0,Neutral,52,9.88,6
7.5,10,104.0,2.0,Excellent,87,0.0,10
7.3,8,289.0,128.0,Good,90,4.74,10
10.0,6,24.0,36.0,Neutral,67,7.87,7
7.5,9,252.0,13.0,Good,82,2.27,10
5.5,6,265.0,84.0,Good,65,6.43,7
6.9,8,215.0,23.0,Good,84,4.18,10
4.3,6,289.0,18.0,Neutral,60,11.58,8
6.9,8,154.0,11.0,Good,71,6.92,8
5.8,7,150.0,40.0,Excellent,65,9.88,8
8.4,10,219.0,6.0,Excellent,92,0.0,10
6.2,7,161.0,92.0,Good,63,7.99,8
6.8,8,123.0,38.0,Good,76,3.96,9
6.0,7,54.0,36.0,Good,64,5.73,8
9.6,8,273.0,0.0,Good,80,3.15,10
6.5,7,301.0,102.0,Good,64,8.61,8
9.7,8,88.0,41.0,Good,70,5.43,9
8.2,9,235.0,35.0,Good,88,1.19,10
7.7,8,135.0,86.0,Good,79,5.88,9
7.6,9,175.0,4.0,Good,85,7.33,10
7.6,10,93.0,27.0,Excellent,86,0.88,10
4.1,5,97.0,51.0,Bad,55,12.66,8
6.6,8,394.0,37.0,Good,76,4.45,9
8.3,9,59.0,12.0,Good,75,10.14,9
6.9,9,402.0,21.0,Excellent,78,5.9,9
4.9,6,214.0,21.0,Neutral,62,7.18,7
6.9,7,92.0,240.0,Good,71,10.02,9
9.6,9,381.0,24.0,Excellent,83,5.89,10
8.9,8,19.0,14.0,Excellent,70,8.17,7
6.9,8,221.0,104.0,Good,63,9.04,9
8.4,9,111.0,33.0,Excellent,77,6.7,8
6.5,7,45.0,35.0,Neutral,74,5.28,8
4.4,6,139.0,48.0,Neutral,66,7.52,7
5.6,7,261.0,54.0,Neutral,73,5.41,9
9.3,9,52.0,54.0,Excellent,88,4.4,10
6.6,8,434.0,2.0,Good,77,4.9,8
6.6,7,425.0,103.0,Good,63,6.13,8
6.6,6,600.0,13.0,Neutral,61,11.36,6
9.9,8,77.0,21.0,Good,87,4.17,10
9.4,8,299.0,11.0,Good,72,5.51,9
10.0,6,84.0,87.0,Neutral,62,10.19,7
6.8,7,140.0,53.0,Good,72,10.71,10
7.4,7,485.0,84.0,Good,68,9.84,7
4.7,5,93.0,64.0,Bad,45,12.66,5
9.2,9,336.0,7.0,Good,87,0.0,10
5.2,6,39.0,22.0,Neutral,70,7.95,8
7.3,9,338.0,42.0,Excellent,86,3.52,10
5.4,6,330.0,22.0,Bad,59,6.65,8
6.1,7,39.0,14.0,Good,76,4.4,7
5.7,6,113.0,122.0,Neutral,66,6.84,8
6.1,8,367.0,83.0,Excellent,81,3.19,9
6.2,7,144.0,25.0,Good,71,10.01,8
6.2,7,20.0,87.0,Good,69,3.27,7
8.3,9,145.0,59.0,Good,89,3.87,10
5.3,7,414.0,0.0,Neutral,65,9.39,7
7.3,9,75.0,29.0,Good,81,7.81,9
8.8,9,76.0,21.0,Excellent,89,6.98,9
6.2,8,355.0,15.0,Good,85,3.14,10
5.9,7,128.0,17.0,Neutral,57,9.99,7
6.7,6,373.0,171.0,Bad,68,10.25,8
8.8,9,474.0,40.0,Excellent,88,2.74,10
7.3,8,59.0,113.0,Neutral,72,4.66,8
6.2,8,139.0,14.0,Good,80,9.14,9
